time,open,high,low,close_price,MHULL,SHULL,Equity,position_size
1970-01-01 00:00:01.421337600,220.88,224.0,210.06,212.67,195.15297056448844,201.6038757988044,1000.0,0.0
1970-01-01 00:00:01.421352000,212.67,218.97,192.0,210.98,192.99513025664808,197.97628830825263,1000.0,-462.0530965003426
1970-01-01 00:00:01.421366400,210.69,221.77,206.0,221.71,191.66374685631823,195.15297056448844,-3957.8297254486843,1753.220869304244
1970-01-01 00:00:01.421380800,221.01,222.47,210.4,217.76,190.83052733113445,192.99513025664808,-10883.052159200477,4941.6741199368025
1970-01-01 00:00:01.421395200,217.76,223.15,213.08,216.44,190.33645877138733,191.66374685631823,-17406.061997517023,7986.288813157637
1970-01-01 00:00:01.421409600,216.44,216.44,198.85,206.69,189.821555976431,190.83052733113445,-95272.37792580399,45850.62060238199
1970-01-01 00:00:01.421424000,207.0,210.2,198.04,208.89,189.37219963237817,190.33645877138733,5598.987399435864,-2666.7731814109675
1970-01-01 00:00:01.421438400,208.89,210.23,204.5,208.03,189.0140471809936,189.821555976431,7892.412335449257,-3777.7424818828244
1970-01-01 00:00:01.421452800,208.02,212.84,205.97,209.95,188.8197063234384,189.37219963237817,639.1467702342807,-303.5399189396999
1970-01-01 00:00:01.421467200,209.89,210.32,198.99,200.61,188.5481059833024,189.0140471809936,3474.20961313107,-1727.553606469046
1970-01-01 00:00:01.421481600,201.44,205.03,192.17,198.48,188.2429445045695,188.8197063234384,7153.898794910179,-3593.3327062727676
1970-01-01 00:00:01.421496000,198.49,201.45,195.5,199.26,188.01334571909567,188.5481059833024,4351.099284017417,-2177.4358593395623
1970-01-01 00:00:01.421510400,199.0,201.96,196.99,199.04,187.8992501889645,188.2429445045695,4830.135173072118,-2422.2851202551597
1970-01-01 00:00:01.421524800,199.04,200.95,197.54,199.69,187.92891312787745,188.01334571909567,3255.6498449062506,-1629.6198133751996
1970-01-01 00:00:01.421539200,199.69,201.2,195.83,195.83,187.9835162079984,187.8992501889645,9545.982324534496,-4876.813232095282
1970-01-01 00:00:01.421553600,195.83,197.88,195.02,195.18,188.07251913694768,187.92891312787745,12715.910925396456,-6519.944562728429
1970-01-01 00:00:01.421568000,195.02,214.19,195.02,211.96,188.69343886999243,187.9835162079984,-96688.7588371866,45788.783465392444
1970-01-01 00:00:01.421582400,211.95,222.0,210.29,211.11,189.74210828523323,188.07251913694768,-135609.22478276992,64806.535885990044
1970-01-01 00:00:01.421596800,211.44,213.85,206.92,213.35,191.1917210712568,188.69343886999243,9557.41560184653,-4538.9992152017085
1970-01-01 00:00:01.421611200,213.4,217.06,207.88,211.85,192.8719143819144,189.74210828523323,16365.914424649092,-7852.665115594965
1970-01-01 00:00:01.421625600,211.8,220.94,211.14,214.11,194.74030996186352,191.1917210712568,-1381.1087365956791,657.0186466582484
1970-01-01 00:00:01.421640000,213.4,217.48,208.34,208.34,196.54558608190752,192.8719143819144,-5172.106327813779,2529.816894974315
1970-01-01 00:00:01.421654400,208.34,212.1,207.7,212.1,198.297263133031,194.74030996186352,4340.005197289622,-2083.5812679667583
1970-01-01 00:00:01.421668800,212.02,214.1,209.14,211.0,199.85188969628257,196.54558608190752,6631.944592053043,-3195.97517936338
1970-01-01 00:00:01.421683200,211.0,213.0,210.0,212.0,201.23441933793725,198.297263133031,3435.9694126896634,-1644.7465073515946
1970-01-01 00:00:01.421697600,212.55,219.0,211.14,216.34,202.5636867999725,199.85188969628257,-3702.230429216263,1734.5225663812275
1970-01-01 00:00:01.421712000,216.01,216.81,211.21,212.66,203.75866479420048,201.23441933793725,-10085.273473499192,4801.928517059585
1970-01-01 00:00:01.421726400,212.69,214.3,208.07,209.6,204.7739960059781,202.5636867999725,-24779.174735701534,11951.124545827115
1970-01-01 00:00:01.421740800,209.59,212.73,207.0,209.04,205.6386182230468,203.75866479420048,-31471.804481364747,15194.304958978717
1970-01-01 00:00:01.421755200,209.51,214.01,201.98,212.35,206.45968734109803,204.7739960059781,18821.34493285484,-8936.322811705808
1970-01-01 00:00:01.421769600,212.35,215.76,210.28,214.13,207.30952479729265,205.6386182230468,2914.6903280184924,-1372.2381274382049
1970-01-01 00:00:01.421784000,214.14,214.38,210.0,210.65,208.0925947227376,206.45968734109803,7690.0790115034315,-3679.5160247910267
1970-01-01 00:00:01.421798400,211.94,218.0,210.54,213.86,208.90790369683228,207.30952479729265,-4121.167428075793,1941.8975383437264
1970-01-01 00:00:01.421812800,212.94,217.09,211.69,212.8,209.7236196059232,208.0925947227376,-6179.578818720148,2926.6984082490976
1970-01-01 00:00:01.421827200,212.8,215.64,212.33,213.29,210.54329658833237,208.90790369683228,-4745.496598678146,2242.32066687152
1970-01-01 00:00:01.421841600,213.28,214.99,205.0,212.9,211.33378441730227,209.7236196059232,-5620.0016587580085,2660.004478912999
1970-01-01 00:00:01.421856000,212.9,216.0,212.8,215.77,212.1530891654642,210.54329658833237,2014.2111957223105,-940.6366265656195
1970-01-01 00:00:01.421870400,215.77,228.9,215.77,227.16,213.27372136329276,211.33378441730227,-8699.639980860084,3864.8962243180367
1970-01-01 00:00:01.421884800,227.75,239.0,226.01,232.23,214.75030266955267,212.1530891654642,10895.383876432337,-4749.070741577878
1970-01-01 00:00:01.421899200,231.35,236.47,228.11,230.74,216.43066503470075,213.27372136329276,17971.499281383283,-7903.92605497957
1970-01-01 00:00:01.421913600,230.75,238.0,230.0,233.64,218.31010908403763,214.75030266955267,-4949.886278057289,2153.714270826968
1970-01-01 00:00:01.421928000,233.62,237.96,230.0,233.49,220.28819589603515,216.43066503470075,-5272.943418681285,2298.5674811409012
1970-01-01 00:00:01.421942400,233.0,236.46,231.8,234.28,222.29597339895557,218.31010908403763,-3457.075108579991,1502.558360189654
1970-01-01 00:00:01.421956800,233.77,234.5,230.26,234.08,224.23422668865524,220.28819589603515,-3757.586780617905,1634.0125490736125
1970-01-01 00:00:01.421971200,234.08,235.0,225.67,227.71,225.87720965608463,222.29597339895557,-14166.246718216824,6321.403548263181
1970-01-01 00:00:01.421985600,227.08,231.59,225.69,228.73,227.27321319487396,224.23422668865524,-7718.415098988495,3420.1987997421957
1970-01-01 00:00:01.422000000,228.68,229.0,225.55,227.41,228.42300235346664,225.87720965608463,-12233.07751464817,5439.933501777408
1970-01-01 00:00:01.422014400,227.89,240.0,227.41,233.44,229.5243620645228,227.27321319487396,20569.72150106961,-8898.845651473883
1970-01-01 00:00:01.422028800,232.89,235.0,231.43,233.6,230.59659069435855,228.42300235346664,19145.906196833817,-8274.011780789857
1970-01-01 00:00:01.422043200,233.79,237.0,230.0,233.64,231.6420794767402,229.5243620645228,18814.94572560229,-8127.265328999368
1970-01-01 00:00:01.422057600,233.42,234.1,230.03,230.03,232.5723711004604,230.59659069435855,48154.37356328989,-21113.318373126134
1970-01-01 00:00:01.422072000,231.54,235.0,231.07,232.99,233.48803287122928,231.6420794767402,-14341.048821163633,6204.271640217834
1970-01-01 00:00:01.422086400,232.99,236.19,232.0,234.73,234.41394191919196,232.5723711004604,-3545.616167184722,1522.4689273453023
1970-01-01 00:00:01.422100800,235.68,242.95,234.08,242.0,235.523309480863,233.48803287122928,7522.73293461564,-3135.664196210429
1970-01-01 00:00:01.422115200,241.54,249.49,240.97,246.67,236.87056781247853,234.41394191919196,-7120.818861687025,2917.0324987500967
1970-01-01 00:00:01.422129600,246.67,249.99,244.0,249.19,238.44984270425343,235.523309480863,230.10303516324893,-93.48778758606915
1970-01-01 00:00:01.422144000,249.33,255.0,247.15,252.79,240.27649798151583,236.87056781247853,-106.45300014659944,42.71675049558903
1970-01-01 00:00:01.422158400,252.02,252.04,245.91,248.36,242.14053024290524,238.44984270425343,-295.6882048420579,120.89902494675403
1970-01-01 00:00:01.422172800,248.36,250.0,244.0,246.97,243.9260545935546,240.27649798151583,-463.7378495180478,190.62297351938457
1970-01-01 00:00:01.422187200,246.36,255.0,241.33,248.3,245.6079534030784,242.14053024290524,-210.20929473726395,85.87171424082132
1970-01-01 00:00:01.422201600,247.71,250.0,246.0,249.17,247.15646805641447,243.9260545935546,-135.50090334775143,55.10109473924644
1970-01-01 00:00:01.422216000,248.7,257.0,246.0,255.31,248.70988136466707,245.6079534030784,202.81981835122252,-80.44391119570986
1970-01-01 00:00:01.422230400,254.67,291.95,254.67,281.11,250.92165940012364,247.15646805641447,-1872.633090498093,676.30495413311
1970-01-01 00:00:01.422244800,283.33,309.9,267.89,308.04,254.35660574280217,248.70988136466707,16340.259324306564,-5425.025831945544
1970-01-01 00:00:01.422259200,308.04,308.55,295.88,298.0,258.4766723012437,250.92165940012364,70807.51867703995,-24476.33081507145
1970-01-01 00:00:01.422273600,298.1,305.17,265.0,267.26,262.24753529341035,254.35660574280217,823209.9279323365,-317574.0660959428
1970-01-01 00:00:01.422288000,267.8,278.0,260.0,266.2,265.59018030646604,258.4766723012437,1159838.4379940366,-447692.7963152747
1970-01-01 00:00:01.422302400,266.15,275.97,265.81,274.8,268.69145941558446,262.24753529341035,-2690319.6103173364,1003066.199002374
1970-01-01 00:00:01.422316800,274.76,278.51,252.52,257.56,271.00977409297053,265.59018030646604,-19983180.881118275,7916972.6289898325
1970-01-01 00:00:01.422331200,257.69,262.01,255.94,260.22,272.6458607503608,268.69145941558446,1075966.3119948767,-419568.66690630285
1970-01-01 00:00:01.422345600,260.33,260.7,243.1,253.96,273.5450005926613,271.00977409297053,3702466.166828341,-1471531.6515822664
1970-01-01 00:00:01.422360000,253.96,267.72,253.36,260.6,274.12433225108225,272.6458607503608,-6068503.999677931,2341293.768376824
1970-01-01 00:00:01.422374400,260.42,266.5,260.14,264.6,274.6348309455095,273.5450005926613,3296671.073829365,-1250871.2538290927
1970-01-01 00:00:01.422388800,263.93,266.5,257.0,263.98,275.0615931251289,274.12433225108225,4072211.251203408,-1547895.5162869606
1970-01-01 00:00:01.422403200,263.97,266.45,255.65,258.3,275.25161896172614,274.6348309455095,12864257.783713356,-4991540.436728059
1970-01-01 00:00:01.422417600,258.25,259.74,252.2,257.58,275.2548074709682,275.0615931251289,16458166.898157693,-6394024.294480241
1970-01-01 00:00:01.422432000,256.04,263.25,251.88,259.8,275.134873247784,275.25161896172614,2263432.9644113835,-870851.7890322576
1970-01-01 00:00:01.422446400,259.74,260.41,241.0,253.5,274.7277306998557,275.2548074709682,7749799.235314616,-3051266.030995327
1970-01-01 00:00:01.422460800,253.5,254.49,233.0,239.9,273.6761780990174,275.134873247784,49247017.25685105,-20419308.916932277
1970-01-01 00:00:01.422475200,239.9,242.0,225.91,236.07,271.9831161100804,274.7277306998557,127452970.40870193,-53450110.56246472
1970-01-01 00:00:01.422489600,236.07,242.18,231.68,237.23,269.81719997595,273.6761780990174,65450842.15624303,-27200586.28368161
1970-01-01 00:00:01.422504000,238.03,239.13,228.51,232.89,267.19467540197905,271.9831161100804,183501386.62742132,-77405953.30728869
1970-01-01 00:00:01.422518400,232.51,235.36,223.48,226.0,264.0630457294029,269.81719997595,716828404.9146394,-310416475.94535524
1970-01-01 00:00:01.422532800,226.09,233.0,220.0,232.0,260.74382367037725,267.19467540197905,-1145670450.757492,481901144.2965248
1970-01-01 00:00:01.422547200,231.46,239.62,229.14,237.3,257.51491231189453,264.0630457294029,1408405614.0140948,-578794991.8136717
1970-01-01 00:00:01.422561600,237.28,240.89,232.31,235.79,254.4066580172473,260.74382367037725,2282386051.65275,-944448247.5802538
1970-01-01 00:00:01.422576000,235.12,238.0,233.44,234.83,251.41135772692925,257.51491231189453,3189056369.3297744,-1325840031.5915637
1970-01-01 00:00:01.422590400,235.98,244.98,234.24,237.99,248.6208711090497,254.4066580172473,-1000598130.4995623,410875351.81358296
1970-01-01 00:00:01.422604800,237.98,238.41,229.16,233.57,245.9105307239058,251.41135772692925,-2816667185.5156054,1179534660.6690962
1970-01-01 00:00:01.422619200,233.6,234.95,227.26,229.21,243.1697187950938,248.6208711090497,-7959438306.032848,3396415142.5723834
1970-01-01 00:00:01.422633600,230.66,234.99,228.0,230.51,240.46733372844088,245.9105307239058,-3544098620.6888075,1503470768.1168847
1970-01-01 00:00:01.422648000,230.5,234.13,225.52,228.96,237.84268176664605,243.1697187950938,-5874478311.269953,2509516114.5547476
1970-01-01 00:00:01.422662400,228.98,231.25,226.25,228.18,235.3593604239676,240.46733372844088,-7831900880.622659,3359425340.9236283
1970-01-01 00:00:01.422676800,227.67,234.0,225.91,232.02,233.1496351353672,237.84268176664605,5068292428.524085,-2141318106.6118588
1970-01-01 00:00:01.422691200,232.03,234.8,229.07,230.69,231.1774472445544,235.3593604239676,7916245510.317884,-3370578717.53942
1970-01-01 00:00:01.422705600,230.66,234.33,228.23,231.4,229.4883751460181,233.1496351353672,5523134620.864869,-2349352723.4404216
1970-01-01 00:00:01.422720000,231.67,233.99,228.76,228.76,227.98887424414207,231.1774472445544,11725425810.747616,-5054948387.156433
1970-01-01 00:00:01.422734400,228.95,229.81,215.75,216.9,226.3381587902838,229.4883751460181,71677113682.42284,-32592527778.178932
1970-01-01 00:00:01.422748800,218.04,220.75,215.75,218.76,224.62299534460251,227.98887424414207,11055012015.010506,-4978882352.693746
1970-01-01 00:00:01.422763200,218.38,220.4,215.1,219.58,222.9043608706109,226.3381587902838,6972328485.801527,-3127129347.6120524
1970-01-01 00:00:01.422777600,218.64,219.98,208.48,214.42,221.0881058802309,224.62299534460251,23108315919.479797,-10607527572.384867
1970-01-01 00:00:01.422792000,214.94,217.81,211.0,217.26,219.33289716896863,222.9043608706109,-7017062386.093262,3178050344.439694
1970-01-01 00:00:01.422806400,217.8,229.5,217.29,228.0,217.9798782467533,221.0881058802309,27115198313.18908,-11725435034.252245
1970-01-01 00:00:01.422820800,228.0,233.0,224.18,226.93,217.00189346698275,219.33289716896863,39661413799.8389,-17291633670.339977
1970-01-01 00:00:01.422835200,226.93,232.77,225.76,229.65,216.4708775166632,217.9798782467533,-7371829783.485825,3187806273.6226315
1970-01-01 00:00:01.422849600,229.62,231.28,221.79,225.14,216.1975959510067,217.00189346698275,-21748836077.523956,9624334201.520191
1970-01-01 00:00:01.422864000,224.54,226.84,223.81,226.0,216.15104438947296,216.4708775166632,-13471908664.216461,5952214194.965486
